EmpID,FirstName,LastName,StartDate,ExitDate,Title,Supervisor,ADEmail,BusinessUnit,EmployeeStatus,EmployeeType,PayZone,EmployeeClassificationType,TerminationType,TerminationDescription,DepartmentType,Division,DOB,State,JobFunctionDescription,GenderCode,LocationCode,RaceDesc,MaritalDesc,Performance Score,Current Employee Rating
1352,Lily,Tyler,08-Aug-18,01-Jun-23,Sr. Network Engineer,Chase Ho,lily.tyler@bilearner.com,PYZ,Active,Contract,Zone B,Full-Time,Voluntary,Series significant out.,Admin Offices,Field Operations,18-06-1974,MA,Technician,Male,43568,Other,Divorced,Fully Meets,3
1353,Noe,Mann,15-Sep-20,06-Jan-22,Sr. Network Engineer,Felicia Bailey,noe.mann@bilearner.com,WBL,Active,Part-Time,Zone A,Temporary,Involuntary,Will message south game.,IT/IS,Field Operations,04-03-1946,MA,Supervisor,Male,48891,White,Single,Fully Meets,3
1354,Christina,Terry,28-Oct-20,27-Feb-22,Software Engineering Manager,Christopher Jones,christina.terry@bilearner.com,WBL,Future Start,Full-Time,Zone C,Full-Time,Involuntary,Wear happen goal choice must.,Software Engineering,Field Operations,07-05-1959,MA,Top Hand,Female,79778,Black,Widowed,Fully Meets,3
1355,Niko,Durham,16-Jun-21,23-Nov-21,Administrative Assistant,Alec Taylor,niko.durham@bilearner.com,SVG,Active,Full-Time,Zone B,Temporary,Resignation,Common paper smile way career capital.,Admin Offices,General - Con,20-05-1945,MA,Coordinator,Female,79459,Hispanic,Single,Fully Meets,3
1356,Dante,Strong,20-Mar-23,21-Jun-23,Accountant I,Ronald Jones,dante.strong@bilearner.com,EW,Active,Part-Time,Zone A,Temporary,Voluntary,List remember benefit memory also deal people.,Admin Offices,Engineers,12-06-1988,MA,Engineer,Female,93230,Hispanic,Married,Fully Meets,3
1357,Angeline,Perez,07-Sep-18,16-Jul-21,Accountant I,Mrs. Tracy Cisneros DDS,angeline.perez@bilearner.com,MSC,Active,Full-Time,Zone C,Temporary,Retirement,Fast whether mouth physical.,Admin Offices,Engineers,04-07-1972,MA,Principal,Male,74550,Black,Divorced,Fully Meets,3
1358,Jairo,Blanchard,08-Nov-18,28-Oct-22,Accountant I,Isabella Hawkins,jairo.blanchard@bilearner.com,TNS,Active,Part-Time,Zone B,Full-Time,Retirement,Involve study commercial billion and.,Admin Offices,Field Operations,29-03-1996,MA,Laborer,Male,1706,Black,Married,Fully Meets,3
1359,Rishi,Watkins,26-Jan-19,,Sr. Network Engineer,Kendra Garcia,rishi.watkins@bilearner.com,BPC,Active,Full-Time,Zone A,Part-Time,Unk,,Admin Offices,Catv,19-03-1998,MA,Foreman,Male,50894,Asian,Married,Fully Meets,3
1360,Immanuel,Goodwin,30-Aug-21,,Sr. Network Engineer,Dawn Williams,immanuel.goodwin@bilearner.com,CCDR,Active,Contract,Zone B,Full-Time,Unk,,IT/IS,Field Operations,25-09-1964,MA,Technician,Male,27367,Asian,Divorced,PIP,3
1361,Elle,Berry,08-Mar-23,30-Mar-23,Sr. Accountant,Rebecca Randolph,elle.berry@bilearner.com,BPC,Future Start,Full-Time,Zone A,Full-Time,Voluntary,Second scene guy age alone sing year pick.,Admin Offices,Aerial,26-09-1949,MA,Supervisor,Female,18484,Black,Married,Exceeds,3
1362,Raphael,Francis,10-Nov-19,03-Dec-20,Administrative Assistant,William Page,raphael.francis@bilearner.com,SVG,Active,Full-Time,Zone C,Part-Time,Retirement,Rock entire unit amount hope seem hotel.,Admin Offices,General - Con,11-10-1983,MA,Technician,Female,36283,Asian,Widowed,Exceeds,3
1363,Hadley,Barrett,28-Jul-23,,Accountant I,Deborah Johnson,hadley.barrett@bilearner.com,EW,Active,Full-Time,Zone A,Full-Time,Unk,,Admin Offices,General - Con,21-04-1982,MA,Laborer,Female,82125,Asian,Divorced,PIP,3
1364,Mollie,Jenkins,03-Apr-19,05-Aug-19,Accountant I,Danny Williams,mollie.jenkins@bilearner.com,MSC,Active,Contract,Zone C,Temporary,Voluntary,Create although card she best and music.,Admin Offices,Finance & Accounting,20-01-1973,MA,Administration,Male,32101,White,Divorced,Exceeds,3
1365,Cali,Nolan,24-Jul-19,,Accountant I,Misty Collier,cali.nolan@bilearner.com,TNS,Active,Contract,Zone C,Part-Time,Unk,,Admin Offices,Field Operations,13-07-1982,MA,Lineman,Male,64340,Hispanic,Widowed,Exceeds,3
1366,Malik,Crane,29-Apr-22,11-Dec-22,Sr. Network Engineer,Peter Ortiz,malik.crane@bilearner.com,PYZ,Active,Contract,Zone B,Temporary,Voluntary,Just information assume act possible work later.,IT/IS,General - Con,15-01-1950,MA,Laborer,Male,14151,Black,Single,Exceeds,3
1367,Bryce,Higgins,06-Oct-20,,Sr. Network Engineer,Jeremy Frye,bryce.higgins@bilearner.com,WBL,Active,Part-Time,Zone B,Temporary,Unk,,IT/IS,Executive,12-08-1990,MA,Coordinator,Female,61754,White,Divorced,Exceeds,3
1368,Beatrice,Bean,04-Apr-20,,Sr. Accountant,Leah Boyd,beatrice.bean@bilearner.com,PYZ,Active,Part-Time,Zone C,Temporary,Unk,,Admin Offices,General - Sga,26-08-1993,MA,Estimator,Female,24157,White,Widowed,Exceeds,3
1369,Shea,Novak,26-Mar-21,,Administrative Assistant,Darren Zimmerman,shea.novak@bilearner.com,CCDR,Active,Contract,Zone C,Full-Time,Unk,,Sales,Aerial,24-03-1974,MA,Foreman,Female,6564,Black,Married,Exceeds,3
1370,Mateo,Mcdaniel,19-May-22,,Administrative Assistant,Tommy Obrien,mateo.mcdaniel@bilearner.com,SVG,Active,Part-Time,Zone A,Temporary,Unk,,Admin Offices,General - Con,13-12-1992,MA,Locator,Female,55619,Black,Married,Exceeds,3
1371,Arianna,Carlson,28-Aug-21,16-Oct-21,Accountant I,Mrs. Nicole Garrison MD,arianna.carlson@bilearner.com,EW,Active,Contract,Zone A,Part-Time,Involuntary,Tax thousand few tonight seek.,Admin Offices,Field Operations,07-05-1957,MA,Technician,Female,26844,Black,Married,Exceeds,3
1372,Frankie,Davenport,24-Nov-22,,Accountant I,Gary Clark,frankie.davenport@bilearner.com,MSC,Active,Contract,Zone A,Full-Time,Unk,,Admin Offices,Aerial,19-08-1991,MA,Foreman,Male,34610,White,Single,Exceeds,3
1373,Morgan,Hammond,12-Jan-22,11-Nov-22,Accountant I,Tina Shaw,morgan.hammond@bilearner.com,TNS,Active,Contract,Zone A,Part-Time,Resignation,Account Republican reduce right.,Admin Offices,Field Operations,20-04-1986,MA,Laborer,Male,20630,Other,Divorced,Exceeds,3
1374,Judith,Mccullough,07-Jul-19,,Sr. Network Engineer,Stephen Myers,judith.mccullough@bilearner.com,PYZ,Active,Part-Time,Zone B,Temporary,Unk,,IT/IS,Aerial,12-09-1942,MA,Foreman,Female,78109,White,Married,Exceeds,3
1375,Luca,Francis,14-Jul-21,,Sr. Accountant,Jeremy Anderson,luca.francis@bilearner.com,PYZ,Active,Contract,Zone B,Full-Time,Unk,,Admin Offices,Technology / It,07-07-1999,MA,Intern,Female,1498,Asian,Divorced,Exceeds,3
1376,Mallory,Figueroa,03-Dec-19,10-Feb-22,Administrative Assistant,Linda Brown,mallory.figueroa@bilearner.com,CCDR,Active,Full-Time,Zone B,Temporary,Retirement,Example field consider before old yes on since.,Sales,Field Operations,08-12-1958,MA,Supervisor,Female,30890,Other,Single,Exceeds,3
1377,Larissa,Douglas,03-Mar-21,10-Jul-21,Administrative Assistant,Harry Ellis,larissa.douglas@bilearner.com,SVG,Active,Part-Time,Zone A,Full-Time,Resignation,Current budget certain interview increase.,Admin Offices,General - Con,18-05-1968,MA,Technician,Female,67773,White,Divorced,Exceeds,3
1378,Konnor,Rivas,13-Jun-22,,Accountant I,Michael Mathis,konnor.rivas@bilearner.com,EW,Active,Full-Time,Zone C,Part-Time,Unk,,Admin Offices,Fielders,06-03-1975,MA,Engineer,Female,12640,White,Married,PIP,3
1379,Fernanda,Yu,23-Jan-23,,Accountant I,Vincent Snyder,fernanda.yu@bilearner.com,MSC,Active,Part-Time,Zone A,Temporary,Unk,,Admin Offices,General - Sga,21-10-1984,MA,Supervisor,Male,64384,White,Widowed,Exceeds,3
1380,Solomon,Paul,06-Sep-20,,Accountant I,Mr. Richard Hicks MD,solomon.paul@bilearner.com,TNS,Active,Part-Time,Zone A,Temporary,Unk,,Admin Offices,Field Operations,04-05-1953,MA,Laborer,Male,3676,Hispanic,Single,Exceeds,3
1381,Emiliano,Young,17-Oct-22,,Sr. Network Engineer,Chad Crawford,emiliano.young@bilearner.com,PYZ,Active,Full-Time,Zone A,Temporary,Unk,,IT/IS,Aerial,01-11-2000,MA,Foreman,Female,71974,Other,Single,PIP,3
1382,Mason,Ellis,07-Jun-19,,Sr. Accountant,Ana Henry,mason.ellis@bilearner.com,TNS,Active,Full-Time,Zone B,Part-Time,Unk,,Admin Offices,Field Operations,16-03-1968,MA,Supervisor,Female,27614,White,Widowed,Exceeds,3
1383,Athena,Moore,28-Jan-22,16-Sep-22,Sr. Accountant,Alan Rios,athena.moore@bilearner.com,BPC,Active,Contract,Zone C,Part-Time,Resignation,Affect bar himself mention serious.,Admin Offices,General - Con,10-10-1994,MA,Technician,Female,88549,Hispanic,Divorced,Exceeds,3
1384,Karla,Farrell,01-Jul-20,05-Mar-21,Administrative Assistant,Mrs. Tammy Ballard,karla.farrell@bilearner.com,CCDR,Active,Part-Time,Zone B,Full-Time,Resignation,Thousand every job spring more store.,Admin Offices,Field Operations,12-03-1956,MA,Groundman,Female,14083,Other,Single,PIP,3
1385,Anderson,Meadows,30-May-20,,Administrative Assistant,Brittany Glover,anderson.meadows@bilearner.com,SVG,Active,Full-Time,Zone C,Part-Time,Unk,,Admin Offices,Field Operations,09-05-1966,MA,Laborer,Female,37965,Hispanic,Divorced,PIP,3
1386,Jacey,Braun,05-Oct-19,04-Feb-23,Accountant I,Joseph Edwards,jacey.braun@bilearner.com,EW,Active,Contract,Zone C,Full-Time,Involuntary,Realize view write beautiful.,Admin Offices,General - Con,19-08-1976,MA,Technician,Female,13405,White,Married,Exceeds,3
1387,Nathan,Kline,06-Nov-21,20-Apr-23,Accountant I,Sean Hall,nathan.kline@bilearner.com,MSC,Active,Contract,Zone B,Full-Time,Voluntary,Training run sport prevent toward yet.,Admin Offices,General - Con,27-08-1951,MA,Laborer,Male,63614,Hispanic,Divorced,PIP,3
1388,Gabriella,Benitez,09-May-19,07-May-20,Accountant I,Jamie Gardner,gabriella.benitez@bilearner.com,TNS,Active,Part-Time,Zone B,Full-Time,Resignation,Approach better little check.,Admin Offices,Field Operations,23-12-1970,MA,Construction Manager,Female,31721,Black,Single,Exceeds,3
1389,Juan,Gonzalez,28-Oct-19,,Production Technician II,James Hines,juan.gonzalez@bilearner.com,NEL,Active,Part-Time,Zone A,Full-Time,Unk,,Production       ,Isp,11-11-1962,MA,Manager,Male,2128,Hispanic,Widowed,Exceeds,3
1390,Cayo,Gonzalez,11-Jan-19,,Production Technician I,Matthew Allen,cayo.gonzalez@bilearner.com,SVG,Active,Contract,Zone C,Part-Time,Unk,,Production       ,General - Con,21-12-1955,MA,Lineman,Male,2108,Asian,Married,Exceeds,3
1391,Taylor,Sparks,02-Apr-20,,Production Technician I,Janet Jones,taylor.sparks@bilearner.com,MSC,Active,Contract,Zone A,Temporary,Unk,,Production       ,Wireless,18-11-1941,MA,Supervisor,Female,2093,Other,Single,Needs Improvement,3
1392,Jeanette,Tippett,07-Jun-19,15-Aug-19,Production Technician I,David Stephens,jeanette.tippett@bilearner.com,PL,Active,Part-Time,Zone A,Part-Time,Involuntary,Because wind like.,Production       ,Field Operations,25-02-1955,MA,Operator,Female,2093,Hispanic,Widowed,Exceeds,3
1393,Rose,Ivey,22-Nov-21,23-Nov-22,Production Technician I,Abigail Johnson,rose.ivey@bilearner.com,SVG,Active,Part-Time,Zone C,Part-Time,Voluntary,On beyond process before event.,Production       ,General - Con,20-03-1947,MA,Flagger,Female,1775,Other,Single,Exceeds,3
1394,Elijian,Clukey,19-Jan-19,,Production Technician I,Wesley Stephens,elijian.clukey@bilearner.com,NEL,Active,Full-Time,Zone A,Part-Time,Unk,,Production       ,Field Operations,13-05-1943,MA,Laborer,Male,2134,Black,Married,Exceeds,3
1395,Jordan,Winthrop,17-Dec-21,26-Dec-21,Production Technician II,Mr. Kevin Reid,jordan.winthrop@bilearner.com,SVG,Voluntarily Terminated,Full-Time,Zone C,Part-Time,Resignation,Father change close.,Production       ,General - Con,14-11-1960,MA,Laborer,Male,2045,Black,Divorced,Exceeds,3
1396,Shari,Ngodup,04-May-19,15-Feb-21,Production Technician I,Jorge Taylor,shari.ngodup@bilearner.com,SVG,Active,Part-Time,Zone A,Full-Time,Resignation,Vote look produce consider Mr war.,Production       ,General - Eng,07-09-1956,MA,Engineer,Female,1810,Hispanic,Married,Exceeds,3
1397,John,Kretschmer,25-Dec-18,11-Mar-19,Production Technician I,Robert Gonzalez,john.kretschmer@bilearner.com,MSC,Active,Contract,Zone A,Part-Time,Voluntary,Science fall always move thank seat huge.,Production       ,General - Con,26-02-1981,MA,Laborer,Male,1801,Other,Single,Exceeds,3
1398,Debbie,Mangal,03-Jan-21,08-Mar-23,Production Technician I,Kristin Baird,debbie.mangal@bilearner.com,PYZ,Active,Part-Time,Zone C,Full-Time,Involuntary,Mr chair subject then technology.,Production       ,Splicing,12-12-1972,MA,Runner,Female,2451,White,Single,Needs Improvement,3
1399,Helen,Billis,15-Jun-23,,Production Technician I,Mrs. Sabrina Reed,helen.billis@bilearner.com,BPC,Active,Part-Time,Zone C,Full-Time,Unk,,Production       ,General - Con,15-12-1977,MA,Foreman,Female,2031,Other,Widowed,Needs Improvement,3
1400,Yen,Johnston,29-Aug-18,09-Feb-23,Production Technician II,Larry Frost,yen.johnston@bilearner.com,NEL,Active,Full-Time,Zone B,Full-Time,Resignation,Ability bed police onto exactly south.,Production       ,Field Operations,03-04-1955,MA,Laborer,Female,2128,White,Divorced,Exceeds,3
1401,Hong,Pham,04-Jan-19,,Production Technician I,Michael Holland,hong.pham@bilearner.com,PL,Active,Contract,Zone B,Part-Time,Unk,,Production       ,Splicing,17-08-1967,MA,Lineman,Male,2451,White,Single,Exceeds,3
1402,Linda,Bachiochi,10-Sep-21,,Production Technician I,Kirk Brooks,linda.bachiochi@bilearner.com,MSC,Active,Full-Time,Zone B,Full-Time,Unk,,Production       ,General - Sga,12-10-1988,MA,Technician,Female,1902,White,Divorced,Exceeds,3
1403,Lily,DiNocco,08-Jul-21,,Production Technician I,Austin Dixon,lily.dinocco@bilearner.com,SVG,Active,Full-Time,Zone B,Temporary,Unk,,Production       ,Field Operations,09-12-1944,MA,Technician,Female,2351,White,Widowed,Exceeds,3
1404,Ned,Miller,01-Nov-18,29-Apr-21,Production Technician II,James Guzman,ned.miller@bilearner.com,BPC,Voluntarily Terminated,Contract,Zone B,Part-Time,Involuntary,Third cost above management anything.,Production       ,Finance & Accounting,06-12-1978,MA,Manager,Male,2472,Hispanic,Single,Exceeds,3
1405,Shana,Petingill,08-Dec-18,11-Jun-22,Production Technician II,Lisa Peters,shana.petingill@bilearner.com,PL,Active,Part-Time,Zone A,Temporary,Involuntary,President TV note reach bad.,Production       ,Field Operations,30-03-1977,MA,Construction Manager,Female,2050,Other,Single,Exceeds,3
1406,Jennifer,Cloninger,25-Oct-22,,Production Technician II,Gloria Yang,jennifer.cloninger@bilearner.com,PYZ,Active,Part-Time,Zone A,Full-Time,Unk,,Production       ,General - Con,10-11-1982,MA,Flagger,Female,1752,Asian,Single,Exceeds,3
1407,Elias,Robinson,04-Apr-23,,Production Technician I,Stephanie Kelly,elias.robinson@bilearner.com,TNS,Active,Full-Time,Zone B,Temporary,Unk,,Production       ,General - Sga,30-03-1983,MA,Administrative,Male,1730,Hispanic,Married,Exceeds,3
1408,Libby,Fidelia,17-Mar-21,,Production Technician I,Dr. Michael Melendez,libby.fidelia@bilearner.com,PL,Active,Contract,Zone B,Part-Time,Unk,,Production       ,Field Operations,03-12-1980,MA,Supervisor,Female,2155,Other,Single,Exceeds,3
1409,Catherine,Ybarra,11-Mar-19,06-Sep-21,Production Technician I,Amanda Perez,catherine.ybarra@bilearner.com,MSC,Voluntarily Terminated,Full-Time,Zone A,Part-Time,Retirement,On sport growth now general.,Production       ,General - Con,02-04-1981,MA,Technician,Female,2458,Other,Widowed,Exceeds,3
1410,Ashanti,Price,25-Feb-22,28-Apr-23,Production Technician I,Tina Griffin,ashanti.price@bilearner.com,SVG,Active,Contract,Zone C,Temporary,Resignation,Else behind none grow up significant behavior.,Production       ,Wireline Construction,08-08-1945,MA,Laborer,Female,26720,White,Widowed,Exceeds,3
1411,Makenna,Rojas,02-Jul-19,,Production Technician I,Joshua Gregory,makenna.rojas@bilearner.com,EW,Active,Part-Time,Zone C,Part-Time,Unk,,Production       ,Aerial,26-05-1980,MA,Foreman,Female,78612,Hispanic,Married,Exceeds,3
1412,Rory,Stone,20-Jun-19,,Production Technician I,Kathleen Patterson,rory.stone@bilearner.com,MSC,Active,Part-Time,Zone B,Full-Time,Unk,,Production       ,Field Operations,19-09-1982,MA,Warehouse Technician,Female,75935,White,Widowed,Exceeds,3
1413,Ann,Montgomery,27-Sep-19,08-Feb-23,Production Technician I,Maria Payne,ann.montgomery@bilearner.com,TNS,Active,Part-Time,Zone A,Full-Time,Retirement,Daughter case most. Even most man even.,Production       ,Finance & Accounting,12-03-1943,MA,Accounting,Male,51599,Black,Widowed,Needs Improvement,3
1414,Erin,Holder,15-Nov-22,26-Jul-23,Production Technician I,Samantha Salas,erin.holder@bilearner.com,BPC,Active,Contract,Zone C,Full-Time,Involuntary,Else skin force security brother experience.,Production       ,Aerial,03-06-1966,MA,Labor,Male,95839,Asian,Married,Exceeds,3
1415,Aubrey,Kim,22-Aug-20,,Production Technician I,James Wilson,aubrey.kim@bilearner.com,CCDR,Active,Part-Time,Zone A,Part-Time,Unk,,Production       ,Field Operations,14-08-1977,MA,Tower Hand,Male,93199,Asian,Divorced,Exceeds,3
1416,Edward,Love,09-Apr-20,,Production Technician I,Brandon Oconnell,edward.love@bilearner.com,EW,Active,Part-Time,Zone B,Full-Time,Unk,,Production       ,Field Operations,12-09-1953,MA,Flagger,Male,39796,Asian,Widowed,Exceeds,3
1417,Paisley,Avery,30-Mar-21,,Production Technician I,Bobby Martinez,paisley.avery@bilearner.com,MSC,Active,Full-Time,Zone C,Part-Time,Unk,,Production       ,Aerial,02-02-1949,MA,Supervisor,Female,10875,Other,Single,Exceeds,3
1418,Kaiden,Leblanc,26-Sep-18,,Production Technician I,Timothy Hill,kaiden.leblanc@bilearner.com,NEL,Active,Part-Time,Zone C,Temporary,Unk,,Production       ,Wireline Construction,30-12-2000,MA,Project Manager,Female,33720,Other,Married,Needs Improvement,3
1419,Shania,Bauer,22-May-23,,Production Technician I,Michael Ingram,shania.bauer@bilearner.com,PL,Active,Contract,Zone C,Full-Time,Unk,,Production       ,Field Operations,11-01-1984,MA,Laborer,Female,50647,Other,Divorced,Exceeds,3
1420,Danna,Hines,04-Jun-21,,Production Technician I,Jamie Ray,danna.hines@bilearner.com,PYZ,Active,Contract,Zone B,Temporary,Unk,,Production       ,Project Management - Con,29-12-1950,MA,Project Manager,Female,33776,White,Divorced,Exceeds,3
1421,Bennett,Bowen,22-Oct-19,25-Jul-23,Production Technician I,Michael Reese,bennett.bowen@bilearner.com,SVG,Active,Contract,Zone C,Full-Time,Involuntary,Message eat guy pattern score suffer.,Production       ,General - Con,30-11-1948,MA,Administration,Female,24552,Other,Married,Exceeds,3
1422,Gianna,Lopez,04-Oct-19,18-Oct-20,Production Technician I,Justin Kent,gianna.lopez@bilearner.com,TNS,Future Start,Full-Time,Zone B,Full-Time,Involuntary,Buy ability certain question begin mind.,Production       ,Technology / It,02-10-1994,MA,Technician,Female,6933,Hispanic,Divorced,Needs Improvement,3
1423,Azaria,Young,25-Jun-22,,Production Technician I,Thomas Leon,azaria.young@bilearner.com,WBL,Active,Full-Time,Zone A,Full-Time,Unk,,Production       ,Aerial,12-03-1992,MA,Laborer,Female,3012,White,Single,Needs Improvement,3
1424,Aydin,Bautista,17-Nov-21,03-Aug-22,Production Technician I,Crystal Barnes,aydin.bautista@bilearner.com,BPC,Leave of Absence,Full-Time,Zone B,Part-Time,Voluntary,Sound there everybody anything.,Production       ,General - Con,08-12-1982,MA,Laborer,Female,60993,Asian,Married,Needs Improvement,3
1425,Antoine,Schaefer,04-Aug-19,,Production Technician I,Nicholas Oconnor,antoine.schaefer@bilearner.com,CCDR,Active,Part-Time,Zone B,Full-Time,Unk,,Production       ,Field Operations,21-06-1942,MA,Technician,Female,10504,Black,Single,Needs Improvement,3
1426,Milagros,Cobb,08-Mar-22,12-Nov-22,Production Technician I,Sarah Stevenson,milagros.cobb@bilearner.com,EW,Voluntarily Terminated,Full-Time,Zone A,Full-Time,Retirement,Hold season meeting voice.,Production       ,General - Con,19-07-2000,MA,Technician,Female,11397,Hispanic,Widowed,Exceeds,3
1427,Jean,Duffy,22-Feb-19,,Production Technician II,Barry Payne,jean.duffy@bilearner.com,CCDR,Active,Full-Time,Zone A,Part-Time,Unk,,Production       ,Engineers,09-05-1953,MA,Project Manager,Male,96208,Asian,Divorced,Needs Improvement,3
1428,Campbell,Doyle,08-Dec-22,,Production Technician II,Paula Ross,campbell.doyle@bilearner.com,SVG,Active,Full-Time,Zone C,Part-Time,Unk,,Production       ,Executive,26-02-1970,MA,Director,Male,76607,White,Divorced,Exceeds,3
1429,Deven,Vincent,22-Nov-19,12-Mar-22,Production Technician II,Lisa Spencer,deven.vincent@bilearner.com,EW,Voluntarily Terminated,Contract,Zone B,Temporary,Resignation,History avoid music new teach south only require.,Production       ,Field Operations,02-09-1944,MA,Technician,Female,6668,Hispanic,Divorced,Exceeds,3
1430,Evangeline,Downs,13-Feb-23,03-Mar-23,Production Technician II,Joseph Smith,evangeline.downs@bilearner.com,MSC,Voluntarily Terminated,Part-Time,Zone A,Temporary,Involuntary,Hour range a country focus.,Production       ,Yard (Material Handling),19-01-1959,MA,Shop,Female,36785,Asian,Single,Needs Improvement,3
1431,Kaley,Ali,15-Mar-19,,Production Technician II,Samantha Ross,kaley.ali@bilearner.com,TNS,Active,Full-Time,Zone B,Full-Time,Unk,,Production       ,Field Operations,31-10-1951,MA,Laborer,Female,16451,Black,Widowed,Exceeds,3
1432,Madeline,Bernard,18-Jul-19,,Production Technician II,Timothy Johnston,madeline.bernard@bilearner.com,PYZ,Active,Contract,Zone A,Part-Time,Unk,,Production       ,Project Management - Con,29-07-1991,MA,Administration,Male,96784,White,Married,Exceeds,3
1433,Alijah,Singh,09-Apr-21,28-Nov-21,Production Technician I,Brandi Ruiz,alijah.singh@bilearner.com,SVG,Active,Part-Time,Zone C,Part-Time,Voluntary,Tree network those success nature control.,Production       ,General - Con,25-08-1995,MA,Clerk,Female,40314,White,Widowed,Needs Improvement,3
1434,Ayla,Roberts,30-Dec-18,30-Mar-23,Production Technician I,Desiree Martinez,ayla.roberts@bilearner.com,EW,Active,Part-Time,Zone C,Part-Time,Voluntary,Brother work amount rock newspaper.,Production       ,Splicing,28-12-1986,MA,Splicer,Female,88408,White,Divorced,Exceeds,3
1435,Isai,Mcfarland,30-Jul-21,,Production Technician I,Allison Sanders,isai.mcfarland@bilearner.com,MSC,Active,Contract,Zone C,Temporary,Unk,,Production       ,Field Operations,29-11-1998,MA,Laborer,Female,70770,Hispanic,Single,Exceeds,3
1436,Brent,Dominguez,28-Oct-22,,Production Technician I,Kimberly Meyer,brent.dominguez@bilearner.com,TNS,Active,Full-Time,Zone C,Temporary,Unk,,Production       ,Field Operations,27-05-1989,MA,Laborer,Male,35871,Hispanic,Married,Needs Improvement,3
1437,Lorena,Graves,29-Oct-20,,Production Technician I,James Kennedy,lorena.graves@bilearner.com,PYZ,Active,Contract,Zone C,Temporary,Unk,,Production       ,Project Management - Con,25-06-1996,MA,Manager,Male,13357,Asian,Single,Exceeds,3
1438,Lucian,Mora,17-Mar-23,22-Mar-23,Production Technician I,Brianna Coleman,lucian.mora@bilearner.com,WBL,Active,Contract,Zone B,Part-Time,Voluntary,Order risk think. North born would might.,Production       ,Field Operations,16-12-1977,MA,Foreman,Male,51453,Asian,Married,Exceeds,3
1439,Dangelo,Gould,20-Jul-22,26-Apr-23,Production Technician I,Daniel Mason,dangelo.gould@bilearner.com,NEL,Active,Full-Time,Zone A,Temporary,Voluntary,Establish go so someone might none stop citizen.,Production       ,General - Con,24-01-1988,MA,Laborer,Female,76246,Asian,Widowed,Needs Improvement,3
1440,Humberto,Horn,04-Aug-23,,Production Technician I,Tommy Green,humberto.horn@bilearner.com,PL,Active,Part-Time,Zone A,Temporary,Unk,,Production       ,Field Operations,21-02-1997,MA,Driver,Female,57866,Hispanic,Single,Needs Improvement,3
1441,Miranda,Chavez,26-Nov-21,23-Sep-22,Production Technician I,Holly Lee,miranda.chavez@bilearner.com,BPC,Active,Contract,Zone A,Temporary,Voluntary,Show home than data her. Act speak also best.,Production       ,Field Operations,16-03-1982,MA,Laborer,Female,69720,Hispanic,Married,Needs Improvement,3
1442,Makena,Mcintosh,27-Sep-18,,Production Technician I,Jerome Warren,makena.mcintosh@bilearner.com,CCDR,Active,Full-Time,Zone A,Temporary,Unk,,Production       ,Safety,10-07-1993,MA,Safety,Female,31956,Black,Single,Needs Improvement,3
1443,Armani,Crawford,04-Aug-19,,Production Technician I,Robert Carter,armani.crawford@bilearner.com,SVG,Active,Contract,Zone C,Part-Time,Unk,,Production       ,Field Operations,25-02-1960,MA,Technician,Female,96317,White,Divorced,Needs Improvement,3
1444,Eugene,Bird,03-Oct-19,,Production Technician I,John Mccarty,eugene.bird@bilearner.com,EW,Active,Contract,Zone C,Part-Time,Unk,,Production       ,General - Con,21-02-1972,MA,Laborer,Female,78331,White,Divorced,Needs Improvement,3
1445,Connor,Larsen,05-Sep-21,29-Sep-22,Production Technician I,Felicia Goodwin,connor.larsen@bilearner.com,MSC,Future Start,Part-Time,Zone C,Part-Time,Voluntary,Party make program beat.,Production       ,Aerial,16-12-1963,MA,Labor,Female,89203,White,Married,Exceeds,3
1446,Harley,Mccullough,21-Jul-20,28-Feb-23,Production Technician I,Joseph Riley,harley.mccullough@bilearner.com,TNS,Future Start,Full-Time,Zone B,Temporary,Involuntary,Be room ready hotel drug pressure.,Production       ,Aerial,10-04-1997,MA,Driver,Female,68233,White,Married,Exceeds,3
1447,Lucian,Montoya,12-Dec-22,26-Jun-23,Production Technician I,Alexis Bell,lucian.montoya@bilearner.com,PYZ,Leave of Absence,Full-Time,Zone C,Part-Time,Resignation,Far special physical including shoulder among.,Production       ,Field Operations,14-07-1954,MA,Supervisor,Female,24188,Black,Single,Exceeds,3
1448,Shiloh,Baird,13-Sep-20,,Production Technician I,Jesus Mejia,shiloh.baird@bilearner.com,WBL,Active,Part-Time,Zone A,Part-Time,Unk,,Production       ,General - Con,13-08-1976,MA,Technician,Female,72868,Other,Single,Needs Improvement,3
1449,Tara,Alvarado,15-Nov-22,,Production Technician II,Ashley Gamble,tara.alvarado@bilearner.com,PL,Active,Part-Time,Zone B,Temporary,Unk,,Production       ,General - Sga,14-09-1965,MA,Administrator,Male,82061,Other,Divorced,Needs Improvement,3
1450,Raina,Vaughan,07-Feb-20,20-Apr-22,Production Technician II,Michael Rodriguez,raina.vaughan@bilearner.com,PYZ,Voluntarily Terminated,Full-Time,Zone C,Temporary,Retirement,Dog hot civil democratic tree public.,Production       ,Field Operations,20-02-1958,MA,Manager,Male,19127,White,Single,Needs Improvement,3
